"Kunde";"Bestelldatum";"Bestelldatum_Roh";"Bestellzeit";"Bestellnummer";"Zustelldatum";"Bestellübersicht";"Interne Tags"
"Tellerrand Gastro GmbH";"Fr., 14.11.25 15:05";"Fr., 14.11.25";"15:05";"10625-250037669";"Mo., 17.11.25";"13";""
"Bäcker Feihl - Lorenzer Straße";"Fr., 14.11.25 14:52";"Fr., 14.11.25";"14:52";"13775-250037668";"Di., 18.11.25";"1";""
"THE GREEN Rooftop Café";"Fr., 14.11.25 14:46";"Fr., 14.11.25";"14:46";"12046-250037667";"Mo., 17.11.25";"12";""
"doTERRA - Europe Marketing GmbH";"Fr., 14.11.25 14:33";"Fr., 14.11.25";"14:33";"14074-250037666";"Sa., 15.11.25";"2";""
"Girmscheid Steuerberatungsge-";"Fr., 14.11.25 14:00";"Fr., 14.11.25";"14:00";"10546-250037665";"Di., 18.11.25";"9";""
"UniVersa Lebensversicherung a.G.";"Fr., 14.11.25 14:00";"Fr., 14.11.25";"14:00";"13069-250037664";"Di., 18.11.25";"34";""
"Josephs GmbH";"Fr., 14.11.25 13:52";"Fr., 14.11.25";"13:52";"13348-250037663";"Mo., 17.11.25";"7";""
"ISO Software Systeme GmbH";"Fr., 14.11.25 12:50";"Fr., 14.11.25";"12:50";"10912-250037662";"Mo., 17.11.25";"10";""
"Sebastian Hössl";"Fr., 14.11.25 12:50";"Fr., 14.11.25";"12:50";"12751-250037661";"Mo., 24.11.25";"6";""
"Autohaus Fröhlich GmbH";"Fr., 14.11.25 11:14";"Fr., 14.11.25";"11:14";"11910-250037660";"Mo., 17.11.25";"11";""
"Ringhotel Loew's Merkur";"Fr., 14.11.25 11:05";"Fr., 14.11.25";"11:05";"10901-250037659";"Mo., 17.11.25";"12";""
"vedans";"Fr., 14.11.25 10:52";"Fr., 14.11.25";"10:52";"11382-250037658";"Do., 20.11.25";"13";""
"Dambacher Werkstätten gGmbH";"Fr., 14.11.25 09:49";"Fr., 14.11.25";"09:49";"13105-250037657";"Mo., 17.11.25";"10";""
"Jenny's VerwandelBar";"Fr., 14.11.25 09:41";"Fr., 14.11.25";"09:41";"13233-250037656";"Di., 18.11.25";"3";""
"Institut für moderne Kunst";"Fr., 14.11.25 09:23";"Fr., 14.11.25";"09:23";"13828-250037655";"Mo., 17.11.25";"7";""
"gruenstifter";"Fr., 14.11.25 09:00";"Fr., 14.11.25";"09:00";"13562-250037654";"Mo., 17.11.25";"5";""
"CARE Vision Germany GmbH";"Fr., 14.11.25 08:27";"Fr., 14.11.25";"08:27";"10892-250037653";"Mo., 17.11.25";"3";""
"The Good Fox Company GmbH";"Fr., 14.11.25 07:57";"Fr., 14.11.25";"07:57";"13163-250037652";"Mo., 17.11.25";"1";""
"Stefan Sperber GmbH";"Fr., 14.11.25 07:42";"Fr., 14.11.25";"07:42";"10889-250037651";"Di., 18.11.25";"3";""
"Kiosk am Zollhaus";"Fr., 14.11.25 07:41";"Fr., 14.11.25";"07:41";"13162-250037650";"Mo., 17.11.25";"5";""
"LeBar";"Fr., 14.11.25 07:21";"Fr., 14.11.25";"07:21";"10427-250037649";"Mo., 17.11.25";"25";""
"Bela Lugosi";"Fr., 14.11.25 03:43";"Fr., 14.11.25";"03:43";"13387-250037648";"Fr., 14.11.25";"23";""
"AVE Gastro UG";"Fr., 14.11.25 03:24";"Fr., 14.11.25";"03:24";"14079-250037647";"Fr., 14.11.25";"27";""
"Pizz & Via";"Fr., 14.11.25 02:33";"Fr., 14.11.25";"02:33";"12604-250037646";"Fr., 14.11.25";"5";""
"1001 Nacht";"Fr., 14.11.25 02:18";"Fr., 14.11.25";"02:18";"11649-250037645";"Fr., 14.11.25";"22";""
"RATS";"Fr., 14.11.25 01:52";"Fr., 14.11.25";"01:52";"12472-250037644";"Mi., 19.11.25";"27";""
"HOY Hospitality GmbH";"Fr., 14.11.25 00:47";"Fr., 14.11.25";"00:47";"13926-250037643";"Fr., 14.11.25";"12";""
"Virgin Bar & Lounge";"Fr., 14.11.25 00:43";"Fr., 14.11.25";"00:43";"13671-250037642";"Fr., 14.11.25";"3";""
"KBH - Imbiss - Kneipe - Biergarten";"Fr., 14.11.25 00:38";"Fr., 14.11.25";"00:38";"13946-250037641";"Fr., 14.11.25";"1";""
"KBH - Imbiss - Kneipe - Biergarten";"Fr., 14.11.25 00:36";"Fr., 14.11.25";"00:36";"13946-250037640";"Fr., 14.11.25";"18";""
"Lübbis Essen & Trinken";"Fr., 14.11.25 00:22";"Fr., 14.11.25";"00:22";"11569-250037639";"Mo., 17.11.25";"10";""
"Napizza Napolenta GbR Nürnberg";"Fr., 14.11.25 00:20";"Fr., 14.11.25";"00:20";"11204-250037638";"Fr., 14.11.25";"16";""
"Mama Lucia GmbH & Co. KG";"Fr., 14.11.25 00:11";"Fr., 14.11.25";"00:11";"13011-250037637";"Fr., 14.11.25";"18";""
"H4 street food GmbH";"Do., 13.11.25 23:50";"Do., 13.11.25";"23:50";"13702-250037636";"Fr., 14.11.25";"16";""
"Tagescafe Dolcevita";"Do., 13.11.25 23:40";"Do., 13.11.25";"23:40";"12378-250037635";"Fr., 14.11.25";"20";""
"Rixx Lounge";"Do., 13.11.25 23:09";"Do., 13.11.25";"23:09";"11428-250037634";"Fr., 14.11.25";"13";""
"Super Smash Burger";"Do., 13.11.25 23:01";"Do., 13.11.25";"23:01";"13833-250037633";"Fr., 14.11.25";"5";""
"Caffé - Bar Centrale Constanti";"Do., 13.11.25 22:53";"Do., 13.11.25";"22:53";"10259-250037632";"Fr., 14.11.25";"5";""
"Velvet";"Do., 13.11.25 22:40";"Do., 13.11.25";"22:40";"13236-250037631";"Fr., 14.11.25";"20";""
"Original Berliner Döner Fürth";"Do., 13.11.25 22:40";"Do., 13.11.25";"22:40";"14030-250037630";"Fr., 14.11.25";"4";""
"Itaefong Food Bar";"Do., 13.11.25 22:40";"Do., 13.11.25";"22:40";"11897-250037629";"Fr., 14.11.25";"15";""
"Orginal Berliner Döner Bamberg";"Do., 13.11.25 22:38";"Do., 13.11.25";"22:38";"13498-250037628";"Fr., 14.11.25";"6";""
"Restaurant ComPho 1966";"Do., 13.11.25 22:33";"Do., 13.11.25";"22:33";"11896-250037627";"Fr., 14.11.25";"5";""
"CoDung Restaurant";"Do., 13.11.25 22:32";"Do., 13.11.25";"22:32";"11895-250037626";"Fr., 14.11.25";"10";""
"doTERRA - Europe Marketing GmbH";"Do., 13.11.25 22:30";"Do., 13.11.25";"22:30";"14074-250037625";"Fr., 14.11.25";"4";""
"Boteco";"Do., 13.11.25 22:27";"Do., 13.11.25";"22:27";"13025-250037624";"Fr., 14.11.25";"18";""
"NaPizza Napoletana GbR Fürth";"Do., 13.11.25 22:27";"Do., 13.11.25";"22:27";"10436-250037623";"Fr., 14.11.25";"2";""
"NaPizza Napoletana GbR Fürth";"Do., 13.11.25 22:23";"Do., 13.11.25";"22:23";"10436-250037622";"Fr., 14.11.25";"11";""
"Nathan's Gastronomie GmbH";"Do., 13.11.25 22:22";"Do., 13.11.25";"22:22";"12166-250037621";"Fr., 14.11.25";"8";""
"Die Küche GbR";"Do., 13.11.25 22:20";"Do., 13.11.25";"22:20";"12839-250037620";"Fr., 14.11.25";"6";""
