"Kunde";"Bestelldatum";"Bestelldatum_Roh";"Bestellzeit";"Bestellnummer";"Zustelldatum";"Bestellübersicht";"Interne Tags"
"Neumüller Ingenieurbüro GmbH";"Mo., 27.10.25 16:23";"Mo., 27.10.25";"16:23";"10854-250036286";"Di., 28.10.25";"5";""
"Frankenalb Therme Hersbruck Therme";"Mo., 27.10.25 16:21";"Mo., 27.10.25";"16:21";"12947-250036285";"Mi., 29.10.25";"1";""
"Lindenhof Resort & Events GmbH";"Mo., 27.10.25 16:21";"Mo., 27.10.25";"16:21";"10363-250036284";"Mi., 29.10.25";"14";""
"Frankenalb Therme Hersbruck Therme";"Mo., 27.10.25 16:18";"Mo., 27.10.25";"16:18";"12947-250036283";"Mi., 29.10.25";"15";""
"Frankenalb Therme Hersbruck Personal";"Mo., 27.10.25 16:15";"Mo., 27.10.25";"16:15";"12945-250036282";"Mi., 29.10.25";"3";""
"Babylon Kino am Stadtpark";"Mo., 27.10.25 16:05";"Mo., 27.10.25";"16:05";"13287-250036281";"Mi., 29.10.25";"16";""
"adesso SE";"Mo., 27.10.25 15:50";"Mo., 27.10.25";"15:50";"13204-250036280";"Di., 28.10.25";"11";""
"Monte Bar";"Mo., 27.10.25 15:48";"Mo., 27.10.25";"15:48";"12711-250036279";"Do., 30.10.25";"16";""
"uniVersa Service Center Rothe und Kollegen";"Mo., 27.10.25 15:45";"Mo., 27.10.25";"15:45";"12976-250036278";"Di., 28.10.25";"4";""
"Boulderhalle E4 GmbH & Co. KG";"Mo., 27.10.25 15:44";"Mo., 27.10.25";"15:44";"13386-250036277";"Di., 28.10.25";"17";""
"Playmobil Funpark";"Mo., 27.10.25 15:38";"Mo., 27.10.25";"15:38";"11106-250036276";"Mi., 29.10.25";"4";""
"Ambulantes BehandlungsCentrum";"Mo., 27.10.25 15:36";"Mo., 27.10.25";"15:36";"13004-250036275";"Di., 28.10.25";"2";""
"Machhörndl Kaffee GmbH";"Mo., 27.10.25 15:27";"Mo., 27.10.25";"15:27";"13302-250036274";"Di., 28.10.25";"7";""
"Gasthaus Albrecht";"Mo., 27.10.25 15:17";"Mo., 27.10.25";"15:17";"13101-250036273";"Mi., 29.10.25";"2";""
"ZanziBar";"Mo., 27.10.25 15:15";"Mo., 27.10.25";"15:15";"12323-250036272";"Mi., 29.10.25";"3";""
"Suse Software Solutions Germany";"Mo., 27.10.25 15:05";"Mo., 27.10.25";"15:05";"11842-250036271";"Di., 28.10.25";"6";""
"Hot Tacos";"Mo., 27.10.25 15:05";"Mo., 27.10.25";"15:05";"12167-250036270";"Di., 28.10.25";"13";""
"Kreisjugendring Nürnberg-Stadt";"Mo., 27.10.25 15:02";"Mo., 27.10.25";"15:02";"10857-250036269";"Di., 28.10.25";"19";""
"DER Stern";"Mo., 27.10.25 15:02";"Mo., 27.10.25";"15:02";"11799-250036268";"Mi., 29.10.25";"9";""
"Brunner & Schmidt Datentechnik GmbH";"Mo., 27.10.25 14:58";"Mo., 27.10.25";"14:58";"13241-250036267";"Di., 28.10.25";"2";""
"Boom Lounge";"Mo., 27.10.25 14:33";"Mo., 27.10.25";"14:33";"11562-250036266";"Di., 28.10.25";"12";""
"Am Hasnbuckl";"Mo., 27.10.25 14:16";"Mo., 27.10.25";"14:16";"12249-250036265";"Di., 28.10.25";"3";""
"Admira Apotheke";"Mo., 27.10.25 14:14";"Mo., 27.10.25";"14:14";"12465-250036264";"Di., 28.10.25";"2";""
"Bergbrand GmbH";"Mo., 27.10.25 14:11";"Mo., 27.10.25";"14:11";"11065-250036263";"Di., 28.10.25";"9";""
"Autohaus Fröhlich GmbH";"Mo., 27.10.25 14:11";"Mo., 27.10.25";"14:11";"11910-250036262";"Di., 28.10.25";"4";""
"Keepers and Cooks GmbH Event in Haus";"Mo., 27.10.25 14:09";"Mo., 27.10.25";"14:09";"12122-250036261";"Di., 28.10.25";"2";""
"Santiagos Kitchen";"Mo., 27.10.25 14:08";"Mo., 27.10.25";"14:08";"11874-250036260";"Do., 30.10.25";"9";""
"Kulturbüro Muggenhof Amt für Kultur und Freizeit";"Mo., 27.10.25 14:08";"Mo., 27.10.25";"14:08";"14043-250036259";"Di., 28.10.25";"6";""
"Emerson Renaldi";"Mo., 27.10.25 13:57";"Mo., 27.10.25";"13:57";"13089-250036258";"Do., 30.10.25";"9";""
"Cenkinz";"Mo., 27.10.25 13:55";"Mo., 27.10.25";"13:55";"12408-250036257";"Do., 30.10.25";"3";""
"Bucherer Deutschland GmbH";"Mo., 27.10.25 13:51";"Mo., 27.10.25";"13:51";"12093-250036256";"Di., 28.10.25";"3";""
"Lu & Lu Food Café Bar";"Mo., 27.10.25 13:47";"Mo., 27.10.25";"13:47";"12555-250036255";"Di., 28.10.25";"8";""
"24 sieben Shop Innere Laufe Gasse 14/16";"Mo., 27.10.25 13:41";"Mo., 27.10.25";"13:41";"12042-250036254";"Di., 28.10.25";"3";""
"Thomas Filmtheater GmbH";"Mo., 27.10.25 13:34";"Mo., 27.10.25";"13:34";"12969-250036253";"Do., 30.10.25";"1";""
"Nachtkind";"Mo., 27.10.25 13:33";"Mo., 27.10.25";"13:33";"10234-250036252";"Do., 30.10.25";"26";""
"Amaya Ingolstadt";"Mo., 27.10.25 13:04";"Mo., 27.10.25";"13:04";"10823-250036251";"Di., 28.10.25";"20";""
"Gelbes Haus Oliver Kirschner e.K. (Tafelhalle)";"Mo., 27.10.25 13:00";"Mo., 27.10.25";"13:00";"11972-250036250";"Di., 28.10.25";"8";""
"Bäcker Feihl -  Schwabacher Straße 19";"Mo., 27.10.25 12:59";"Mo., 27.10.25";"12:59";"13768-250036249";"Mi., 29.10.25";"10";""
"Achilleus Men's Spa & Sauna";"Mo., 27.10.25 12:55";"Mo., 27.10.25";"12:55";"10235-250036248";"Do., 30.10.25";"25";""
"Avnet Silica";"Mo., 27.10.25 12:42";"Mo., 27.10.25";"12:42";"13176-250036247";"Mi., 29.10.25";"3";""
"Kostbar";"Mo., 27.10.25 12:35";"Mo., 27.10.25";"12:35";"11079-250036246";"Di., 28.10.25";"9";""
"Dipl.-Kfm. Univ. Andreas";"Mo., 27.10.25 12:35";"Mo., 27.10.25";"12:35";"10984-250036246";"Di., 28.10.25";"3";""
"Adina";"Mo., 27.10.25 12:33";"Mo., 27.10.25";"12:33";"10339-250036245";"Di., 28.10.25";"6";""
"Restaurant San Remo";"Mo., 27.10.25 12:27";"Mo., 27.10.25";"12:27";"12134-250036244";"Di., 28.10.25";"5";""
"Grüner Baum Fürth GmbH";"Mo., 27.10.25 12:23";"Mo., 27.10.25";"12:23";"12362-250036243";"Mi., 29.10.25";"5";""
"China Restaurant ASIA HOUSE";"Mo., 27.10.25 12:09";"Mo., 27.10.25";"12:09";"10884-250036242";"Mi., 29.10.25";"11";""
"Monki Ramen";"Mo., 27.10.25 11:53";"Mo., 27.10.25";"11:53";"11508-250036241";"Di., 28.10.25";"17";""
"ERC.D GmbH";"Mo., 27.10.25 11:53";"Mo., 27.10.25";"11:53";"13863-250036240";"Di., 28.10.25";"2";""
"Kulturverein rote Bühne e. V.";"Mo., 27.10.25 11:51";"Mo., 27.10.25";"11:51";"10599-250036239";"Mi., 29.10.25";"21";""
"Thomas Filmtheater GmbH";"Mo., 27.10.25 11:51";"Mo., 27.10.25";"11:51";"12969-250036238";"Do., 30.10.25";"27";""
"Premier Inn Opernhaus";"Mo., 27.10.25 11:49";"Mo., 27.10.25";"11:49";"11680-250036237";"Do., 30.10.25";"2";""
"CANCOM ICT Service GmbH";"Mo., 27.10.25 11:48";"Mo., 27.10.25";"11:48";"13453-250036236";"Di., 28.10.25";"5";""
"Schuler GmbH";"Mo., 27.10.25 11:43";"Mo., 27.10.25";"11:43";"11500-250036235";"Mi., 29.10.25";"5";""
"Senza Limiti - Grenzenlos gGmbH";"Mo., 27.10.25 11:43";"Mo., 27.10.25";"11:43";"12788-250036234";"Do., 30.10.25";"2";""
"KoKoNo GmbH";"Mo., 27.10.25 11:41";"Mo., 27.10.25";"11:41";"10689-250036233";"Di., 28.10.25";"4";""
"Atomis Events GmbH (Escape Game)";"Mo., 27.10.25 11:25";"Mo., 27.10.25";"11:25";"13068-250036232";"Di., 28.10.25";"6";""
"LP Konzept GmbH (Bliss)";"Mo., 27.10.25 11:24";"Mo., 27.10.25";"11:24";"14010-250036231";"Di., 28.10.25";"19";""
"Ulrich Migotto";"Mo., 27.10.25 11:17";"Mo., 27.10.25";"11:17";"12356-250036230";"Di., 28.10.25";"3";""
"Bäcker Feihl - Burgschmietstraße";"Mo., 27.10.25 11:02";"Mo., 27.10.25";"11:02";"13791-250036229";"Di., 04.11.25";"1";""
"El Paso";"Mo., 27.10.25 10:58";"Mo., 27.10.25";"10:58";"10311-250036228";"Mi., 29.10.25";"13";""
"Café Kraft GmbH";"Mo., 27.10.25 10:58";"Mo., 27.10.25";"10:58";"10590-250036227";"Di., 28.10.25";"8";""
"Bradt";"Mo., 27.10.25 10:56";"Mo., 27.10.25";"10:56";"11708-250036226";"Mi., 29.10.25";"9";""
"Leonda Energie GmbH";"Mo., 27.10.25 10:51";"Mo., 27.10.25";"10:51";"12326-250036225";"Mi., 29.10.25";"7";""
"Viertel";"Mo., 27.10.25 10:49";"Mo., 27.10.25";"10:49";"13103-250036224";"Di., 28.10.25";"9";""
"Goldener Pudel";"Mo., 27.10.25 10:45";"Mo., 27.10.25";"10:45";"10003-250036223";"Di., 28.10.25";"9";""
"Kloster";"Mo., 27.10.25 10:41";"Mo., 27.10.25";"10:41";"10074-250036222";"Di., 28.10.25";"25";""
"Studio Sufuco Architekt:innen BDA";"Mo., 27.10.25 10:33";"Mo., 27.10.25";"10:33";"13703-250036221";"Di., 28.10.25";"2";""
"WON";"Mo., 27.10.25 10:16";"Mo., 27.10.25";"10:16";"10554-250036220";"Mi., 29.10.25";"24";""
"Gasthaus Hempels Erlangen";"Mo., 27.10.25 10:06";"Mo., 27.10.25";"10:06";"13257-250036219";"Mi., 29.10.25";"11";""
"BASECOFFEE Erlangen GmbH";"Mo., 27.10.25 10:01";"Mo., 27.10.25";"10:01";"12965-250036218";"Di., 28.10.25";"3";""
"Elisee Klinik Nürnberg GmbH";"Mo., 27.10.25 09:49";"Mo., 27.10.25";"09:49";"10931-250036217";"Di., 28.10.25";"7";""
"A.K.N. e.V.";"Mo., 27.10.25 09:39";"Mo., 27.10.25";"09:39";"13378-250036216";"Di., 28.10.25";"10";""
"24 sieben Shop Luitpoldstraße 10";"Mo., 27.10.25 09:37";"Mo., 27.10.25";"09:37";"12481-250036215";"Di., 28.10.25";"4";""
"A.K.N. e.V.";"Mo., 27.10.25 09:35";"Mo., 27.10.25";"09:35";"13378-250036214";"Di., 28.10.25";"10";""
"Vice City";"Mo., 27.10.25 09:35";"Mo., 27.10.25";"09:35";"13962-250036213";"Di., 28.10.25";"11";""
"Estragon GmbH";"Mo., 27.10.25 09:35";"Mo., 27.10.25";"09:35";"10014-250036213";"Di., 28.10.25";"16";""
"CDC Gastro GmbH";"Mo., 27.10.25 09:21";"Mo., 27.10.25";"09:21";"12092-250036212";"Di., 28.10.25";"16";""
"Act.3 GmbH";"Mo., 27.10.25 09:17";"Mo., 27.10.25";"09:17";"13634-250036211";"Fr., 31.10.25";"1";""
"Beim Almosmüller";"Mo., 27.10.25 09:11";"Mo., 27.10.25";"09:11";"11488-250036210";"Di., 28.10.25";"10";""
"Soccer Halle Nürnberg GmbH ( KICKFABRIK )";"Mo., 27.10.25 08:54";"Mo., 27.10.25";"08:54";"12733-250036209";"Di., 28.10.25";"19";""
"Hans Wagner GmbH";"Mo., 27.10.25 08:12";"Mo., 27.10.25";"08:12";"13370-250036208";"Di., 28.10.25";"3";""
"Dominic Glauber";"Mo., 27.10.25 07:47";"Mo., 27.10.25";"07:47";"13680-250036207";"Do., 30.10.25";"2";""
"Dambacher Werkstätten gGmbH";"Mo., 27.10.25 07:40";"Mo., 27.10.25";"07:40";"13105-250036206";"Mi., 29.10.25";"9";""
"La Empanaderia";"Mo., 27.10.25 07:20";"Mo., 27.10.25";"07:20";"12804-250036205";"Di., 28.10.25";"4";""
"Schimanski Event GmbH";"Mo., 27.10.25 06:48";"Mo., 27.10.25";"06:48";"13925-250036204";"Mi., 29.10.25";"23";""
"Hiro Sakao GmbH Amberg";"Mo., 27.10.25 02:32";"Mo., 27.10.25";"02:32";"13595-250036203";"Di., 28.10.25";"27";""
"1001 Nacht";"Mo., 27.10.25 00:47";"Mo., 27.10.25";"00:47";"11649-250036202";"Mo., 27.10.25";"17";""
"Tam Tam Ingolstadt GmbH";"Mo., 27.10.25 00:45";"Mo., 27.10.25";"00:45";"12049-250036201";"Di., 28.10.25";"76";""
"Du & Ich";"So., 26.10.25 23:24";"So., 26.10.25";"23:24";"13144-250036200";"Mo., 27.10.25";"8";""
"Arizona Erlangen GmbH & Co. KG";"So., 26.10.25 23:22";"So., 26.10.25";"23:22";"10023-250036199";"Di., 28.10.25";"42";""
"Arizona Erlangen GmbH & Co. KG - KU-Kd.-Nr. 2005113";"So., 26.10.25 23:08";"So., 26.10.25";"23:08";"12531-250036198";"Di., 28.10.25";"7";""
"Herzstück Erlangen";"So., 26.10.25 23:06";"So., 26.10.25";"23:06";"10345-250036197";"Mo., 27.10.25";"22";""
"Super Smash Burger";"So., 26.10.25 23:03";"So., 26.10.25";"23:03";"13833-250036196";"Di., 28.10.25";"4";""
"Burgerheart Nürnberg GmbH";"So., 26.10.25 22:59";"So., 26.10.25";"22:59";"11177-250036195";"Mo., 27.10.25";"11";""
"Zeitungscafé";"So., 26.10.25 22:55";"So., 26.10.25";"22:55";"13107-250036194";"Mo., 27.10.25";"11";""
"Nathan's Gastronomie GmbH";"So., 26.10.25 22:32";"So., 26.10.25";"22:32";"12166-250036193";"Mi., 29.10.25";"27";""
"Original Berliner Döner";"So., 26.10.25 22:27";"So., 26.10.25";"22:27";"12058-250036192";"Mo., 27.10.25";"5";""
"Bev Concepts GmbH / Bar am Kirchplatz";"So., 26.10.25 22:20";"So., 26.10.25";"22:20";"11995-250036191";"Do., 30.10.25";"9";""
"Espressobar Segafredo Frankencenter";"So., 26.10.25 22:14";"So., 26.10.25";"22:14";"12485-250036190";"Mo., 27.10.25";"9";""
"Hiro Sakao Fürth GmbH";"So., 26.10.25 22:06";"So., 26.10.25";"22:06";"10832-250036189";"Mo., 27.10.25";"20";""
"Tellerrand Gastro GmbH";"So., 26.10.25 22:05";"So., 26.10.25";"22:05";"10625-250036188";"Mo., 27.10.25";"25";""
"BurgerBar Kuhmuhne GmbH";"So., 26.10.25 21:40";"So., 26.10.25";"21:40";"11360-250036187";"Mo., 27.10.25";"33";""
"JINH GmbH";"So., 26.10.25 21:33";"So., 26.10.25";"21:33";"12272-250036186";"Mo., 27.10.25";"23";""
"Restaurant La Vita, Fabio Galizia";"So., 26.10.25 21:32";"So., 26.10.25";"21:32";"11985-250036185";"Mo., 27.10.25";"4";""
"Cosy Fine Asian Cuisine & Sushi Bar";"So., 26.10.25 21:20";"So., 26.10.25";"21:20";"12103-250036184";"Di., 28.10.25";"1";""
"Cosy Fine Asian Cuisine & Sushi Bar";"So., 26.10.25 21:19";"So., 26.10.25";"21:19";"12103-250036183";"Di., 28.10.25";"14";""
"Maro Entertainment GmbH (Blu Bowl)";"So., 26.10.25 21:13";"So., 26.10.25";"21:13";"12204-250036182";"Mo., 27.10.25";"13";""
"Café Retiro";"So., 26.10.25 21:01";"So., 26.10.25";"21:01";"13621-250036181";"Mo., 27.10.25";"7";""
"KOKORO";"So., 26.10.25 21:00";"So., 26.10.25";"21:00";"10278-250036180";"Mo., 27.10.25";"25";""
"hungry Food & Drink Veitsbronn";"So., 26.10.25 20:44";"So., 26.10.25";"20:44";"12795-250036179";"Mo., 27.10.25";"31";""
"Ricchi e Poveri";"So., 26.10.25 20:36";"So., 26.10.25";"20:36";"12808-250036178";"Di., 28.10.25";"6";""
"Muu Korean Kitchen";"So., 26.10.25 20:32";"So., 26.10.25";"20:32";"13486-250036177";"Di., 28.10.25";"5";""
"HOY Hospitality GmbH";"So., 26.10.25 20:28";"So., 26.10.25";"20:28";"13926-250036176";"Mo., 27.10.25";"12";""
"Holuc-Eat & Meet GmbH";"So., 26.10.25 20:23";"So., 26.10.25";"20:23";"14019-250036175";"Mo., 27.10.25";"1";""
"Holuc-Eat & Meet GmbH";"So., 26.10.25 20:21";"So., 26.10.25";"20:21";"14019-250036174";"Mo., 27.10.25";"6";""
"Ludwig Gastronomie Betriebs GmbH";"So., 26.10.25 20:16";"So., 26.10.25";"20:16";"12709-250036173";"Mo., 27.10.25";"23";""
"Die Rakete Gastro GmbH";"So., 26.10.25 20:16";"So., 26.10.25";"20:16";"11864-250036172";"Mi., 29.10.25";"28";""
"Nguyen & Pham GbR";"So., 26.10.25 20:14";"So., 26.10.25";"20:14";"10032-250036171";"Mo., 27.10.25";"31";""
"Original Berliner Döner Erlangen";"So., 26.10.25 20:04";"So., 26.10.25";"20:04";"12330-250036170";"Mo., 27.10.25";"10";""
"Kart Mohnlein GmbH & Co. KG";"So., 26.10.25 19:35";"So., 26.10.25";"19:35";"12506-250036169";"Mo., 27.10.25";"12";""
"Indisches Restaurant Ganesha";"So., 26.10.25 19:30";"So., 26.10.25";"19:30";"10121-250036168";"Mo., 27.10.25";"13";""
"Orginal Berliner Döner Bamberg";"So., 26.10.25 19:23";"So., 26.10.25";"19:23";"13498-250036167";"Mo., 27.10.25";"10";""
"Arizona Forchheim GmbH & Co.KG";"So., 26.10.25 19:11";"So., 26.10.25";"19:11";"10025-250036166";"Di., 28.10.25";"25";""
"Café Queens DD";"So., 26.10.25 18:58";"So., 26.10.25";"18:58";"12623-250036165";"Mo., 27.10.25";"2";""
"PPN GmbH / Restaurant NIKU";"So., 26.10.25 18:16";"So., 26.10.25";"18:16";"13171-250036164";"Mo., 27.10.25";"15";""
"DI SIMO - CAFFÉ E VINI GmbH";"So., 26.10.25 18:09";"So., 26.10.25";"18:09";"11127-250036163";"Mi., 29.10.25";"15";""
"Chai Roti";"So., 26.10.25 17:41";"So., 26.10.25";"17:41";"10593-250036162";"Di., 28.10.25";"12";""
"Stadtparkcafé Fürth";"So., 26.10.25 17:32";"So., 26.10.25";"17:32";"10283-250036161";"Mo., 27.10.25";"18";""
"Henrietta Gastronomie GmbH";"So., 26.10.25 17:16";"So., 26.10.25";"17:16";"12841-250036160";"Mo., 27.10.25";"10";""
"HENRII Gastronomie GmbH";"So., 26.10.25 17:00";"So., 26.10.25";"17:00";"11212-250036159";"Mo., 27.10.25";"36";""
"Altstädter Schießhaus GmbH";"So., 26.10.25 16:38";"So., 26.10.25";"16:38";"12427-250036158";"Mo., 27.10.25";"7";""
"Galileo GmbH & Co. KG";"So., 26.10.25 16:37";"So., 26.10.25";"16:37";"10022-250036157";"Di., 28.10.25";"48";""
"Tapasitos Nürnberg GmbH";"So., 26.10.25 16:34";"So., 26.10.25";"16:34";"11059-250036156";"Mi., 29.10.25";"12";""
"Halt die Waffel";"So., 26.10.25 16:25";"So., 26.10.25";"16:25";"13229-250036155";"Mo., 27.10.25";"18";""
"Galileo GmbH & Co. KG - KU-Kd.-Nr. 2042311";"So., 26.10.25 16:21";"So., 26.10.25";"16:21";"12530-250036154";"Di., 28.10.25";"6";""
"Burgerheart Erlangen GmbH";"So., 26.10.25 16:20";"So., 26.10.25";"16:20";"11446-250036153";"Mo., 27.10.25";"12";""
"Little Hiro";"So., 26.10.25 16:14";"So., 26.10.25";"16:14";"10728-250036152";"Mo., 27.10.25";"5";""
"Zeit & Raum";"So., 26.10.25 16:03";"So., 26.10.25";"16:03";"10096-250036151";"Di., 28.10.25";"36";""
"Genusswerk";"So., 26.10.25 15:53";"So., 26.10.25";"15:53";"14023-250036150";"Mo., 27.10.25";"8";""
"Osteria Amore e Sapore";"So., 26.10.25 15:48";"So., 26.10.25";"15:48";"12589-250036149";"Mo., 27.10.25";"4";""
"Niu - asian café";"So., 26.10.25 15:27";"So., 26.10.25";"15:27";"10374-250036148";"Mo., 27.10.25";"1";""
"MALOA Poke Bowl";"So., 26.10.25 15:19";"So., 26.10.25";"15:19";"11248-250036147";"Mo., 27.10.25";"14";""
"Haymat GmbH";"So., 26.10.25 15:13";"So., 26.10.25";"15:13";"12487-250036146";"Mo., 27.10.25";"5";""
"Café Queens DD";"So., 26.10.25 13:52";"So., 26.10.25";"13:52";"12623-250036145";"Mo., 27.10.25";"10";""
"Caffé Fatal";"So., 26.10.25 13:18";"So., 26.10.25";"13:18";"13254-250036144";"Mo., 27.10.25";"8";""
"Fogón Productions";"So., 26.10.25 12:45";"So., 26.10.25";"12:45";"10524-250036143";"Mi., 29.10.25";"26";""
"Hiro Ramen";"So., 26.10.25 12:42";"So., 26.10.25";"12:42";"12781-250036142";"Mo., 27.10.25";"8";""
"Santos DOS";"So., 26.10.25 11:05";"So., 26.10.25";"11:05";"13847-250036141";"Mi., 29.10.25";"4";""
"Fairuz Restaurant";"So., 26.10.25 10:25";"So., 26.10.25";"10:25";"13307-250036140";"Mo., 27.10.25";"3";""
"B&A Gastronomie GmbH (Santos)";"So., 26.10.25 07:43";"So., 26.10.25";"07:43";"10317-250036139";"Di., 28.10.25";"5";""
"Bahama Bar KU-Depot";"So., 26.10.25 07:38";"So., 26.10.25";"07:38";"12292-250036138";"Mi., 29.10.25";"4";""
"HAUS 33 Entertainment GmbH";"So., 26.10.25 06:12";"So., 26.10.25";"06:12";"12703-250036137";"Fr., 31.10.25";"13";""
"Kleine Pause GmbH - Das schiefe Haus";"So., 26.10.25 02:03";"So., 26.10.25";"02:03";"11486-250036136";"Mo., 27.10.25";"11";""
"MODO MIO da maurizio";"Sa., 25.10.25 22:50";"Sa., 25.10.25";"22:50";"11050-250036135";"Di., 28.10.25";"6";""
"NaPizza Napoletana GbR Fürth";"Sa., 25.10.25 22:46";"Sa., 25.10.25";"22:46";"10436-250036134";"Mo., 27.10.25";"1";""
"NaPizza Napoletana GbR Fürth";"Sa., 25.10.25 22:39";"Sa., 25.10.25";"22:39";"10436-250036133";"Mo., 27.10.25";"9";""
"Bratwurstglöcklein Behringer";"Sa., 25.10.25 22:27";"Sa., 25.10.25";"22:27";"13108-250036132";"Mo., 27.10.25";"7";""
"Lorz Service GmbH";"Sa., 25.10.25 20:55";"Sa., 25.10.25";"20:55";"12627-250036131";"Di., 28.10.25";"4";""
"Hotel Knorz";"Sa., 25.10.25 18:36";"Sa., 25.10.25";"18:36";"11344-250036130";"Mo., 27.10.25";"11";""
"Galaxy Bar Lounge/Stadler Event";"Sa., 25.10.25 16:57";"Sa., 25.10.25";"16:57";"14034-250036129";"Mi., 29.10.25";"19";""
"Kulinarium";"Sa., 25.10.25 16:43";"Sa., 25.10.25";"16:43";"12585-250036128";"Di., 28.10.25";"2";""
"Original Berliner Döner Fürth";"Sa., 25.10.25 15:13";"Sa., 25.10.25";"15:13";"14030-250036127";"Mo., 27.10.25";"7";""
"Wirtshaus am Opernhaus GmbH";"Sa., 25.10.25 13:57";"Sa., 25.10.25";"13:57";"12101-250036126";"Mo., 27.10.25";"4";""
"Best Nails & Beauty Salon";"Sa., 25.10.25 09:28";"Sa., 25.10.25";"09:28";"11732-250036125";"Mo., 27.10.25";"10";""
"ZweiSinn Meiers l Bistro l";"Sa., 25.10.25 08:23";"Sa., 25.10.25";"08:23";"10138-250036124";"Di., 28.10.25";"11";""
"Rimowa";"Sa., 25.10.25 07:17";"Sa., 25.10.25";"07:17";"13464-250036123";"Mo., 27.10.25";"1";""
"Spielodrom";"Sa., 25.10.25 07:17";"Sa., 25.10.25";"07:17";"11750-250036122";"Mo., 27.10.25";"2";""
"Premier Inn Opernhaus";"Sa., 25.10.25 07:16";"Sa., 25.10.25";"07:16";"11680-250036121";"Mo., 27.10.25";"7";""
"Die Box Club GmbH";"Sa., 25.10.25 06:02";"Sa., 25.10.25";"06:02";"12722-250036120";"Mo., 27.10.25";"7";""
"mach1 Club GmbH";"Sa., 25.10.25 03:39";"Sa., 25.10.25";"03:39";"11593-250036119";"Sa., 25.10.25";"4";""
"Napizza Napolenta GbR Nürnberg";"Sa., 25.10.25 00:29";"Sa., 25.10.25";"00:29";"11204-250036118";"Mo., 27.10.25";"19";""
"Original Entertainment GmbH";"Fr., 24.10.25 21:56";"Fr., 24.10.25";"21:56";"12764-250036117";"Mo., 27.10.25";"1";""
"Mom Restaurant";"Fr., 24.10.25 21:30";"Fr., 24.10.25";"21:30";"13683-250036116";"Mo., 27.10.25";"7";""
"Original Entertainment GmbH";"Fr., 24.10.25 20:46";"Fr., 24.10.25";"20:46";"12764-250036115";"Mo., 27.10.25";"10";""
"Einzimmer Küche Bar";"Fr., 24.10.25 20:10";"Fr., 24.10.25";"20:10";"10019-250036114";"Mo., 27.10.25";"16";""
"Holuc-Eat & Meet GmbH";"Fr., 24.10.25 18:30";"Fr., 24.10.25";"18:30";"14019-250036113";"Mo., 27.10.25";"3";""
"Pizzeria Vabene";"Fr., 24.10.25 18:09";"Fr., 24.10.25";"18:09";"12017-250036112";"Sa., 25.10.25";"7";""
"Restaurant Brothers";"Fr., 24.10.25 16:42";"Fr., 24.10.25";"16:42";"13225-250036111";"Di., 28.10.25";"2";""
"Restaurant Brothers";"Fr., 24.10.25 16:41";"Fr., 24.10.25";"16:41";"13225-250036110";"Di., 28.10.25";"2";""
"Niu - asian café";"Fr., 24.10.25 15:41";"Fr., 24.10.25";"15:41";"10374-250036109";"Mo., 27.10.25";"4";""
"Quellkollektiv e.V.";"Fr., 24.10.25 15:34";"Fr., 24.10.25";"15:34";"13379-250036108";"Sa., 25.10.25";"11";""
"Goldener Stern";"Fr., 24.10.25 15:24";"Fr., 24.10.25";"15:24";"13053-250036107";"Mo., 27.10.25";"8";""
"Mama Café";"Fr., 24.10.25 14:52";"Fr., 24.10.25";"14:52";"11003-250036106";"Mo., 27.10.25";"5";""
"Quadra Ingenieure GmbH";"Fr., 24.10.25 14:34";"Fr., 24.10.25";"14:34";"10974-250036105";"Mo., 27.10.25";"10";""
"Werner Wohnbau GmbH & Co. KG";"Fr., 24.10.25 14:25";"Fr., 24.10.25";"14:25";"13314-250036104";"Mo., 27.10.25";"2";""
"MBM Gastro GmbH";"Fr., 24.10.25 13:57";"Fr., 24.10.25";"13:57";"13908-250036103";"Di., 28.10.25";"2";""
"Cimova Immobilien GmbH";"Fr., 24.10.25 13:43";"Fr., 24.10.25";"13:43";"13291-250036102";"Mo., 27.10.25";"2";""
"Hans-Sachs-Gymnasium Nürnberg";"Fr., 24.10.25 13:18";"Fr., 24.10.25";"13:18";"11567-250036101";"Mo., 27.10.25";"1";""
"Hans-Sachs-Gymnasium Nürnberg";"Fr., 24.10.25 13:16";"Fr., 24.10.25";"13:16";"11567-250036100";"Mo., 27.10.25";"1";""
"DUGFEM GmbH";"Fr., 24.10.25 13:14";"Fr., 24.10.25";"13:14";"12304-250036099";"Mo., 27.10.25";"1";""
"nm/48 Physiotherapie GmbH";"Fr., 24.10.25 12:05";"Fr., 24.10.25";"12:05";"12410-250036098";"Mo., 27.10.25";"2";""
"DUGFEM GmbH";"Fr., 24.10.25 12:00";"Fr., 24.10.25";"12:00";"12304-250036097";"Mo., 27.10.25";"2";""
"globo Restaurant Nguyen & Kieu GbR";"Fr., 24.10.25 11:46";"Fr., 24.10.25";"11:46";"12975-250036096";"Mo., 27.10.25";"5";""
"Weissman & Cie. GmbH";"Fr., 24.10.25 11:27";"Fr., 24.10.25";"11:27";"13266-250036095";"Mo., 27.10.25";"4";""
"Opium - my style-";"Fr., 24.10.25 10:53";"Fr., 24.10.25";"10:53";"12921-250036094";"Mo., 27.10.25";"5";""
